id	organism	seedid	oxygenstat	metabolism	gram	mtype	genes	reactions	metabolites	draftcreator	draftcreated	ncbiid	platform	kbaseid	file	ncbi_taxid	kingdom	phylum	class	order	family	genus	species
Bifidobacterium_longum_longum_JDM301	Bifidobacterium longum longum JDM301	Bifidobacterium longum subsp. longum JDM301 (759350.3)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	550	1093	872	Ines Thiele	06/25/12	759350.0	ModelSEED		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bifidobacterium_longum_longum_JDM301.xml	759350	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium longum
Bifidobacterium_longum_NCC2705	Bifidobacterium longum NCC2705	Bifidobacterium longum NCC2705 (206672.9)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	514	884	737	Ines Thiele	06/29/12	206672.0	ModelSEED		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bifidobacterium_longum_NCC2705.xml	206672	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium longum
Bifidobacterium_mongoliense_DSM_21395	Bifidobacterium mongoliense DSM 21395		Facultative anaerobe	Saccharolytic, fermentative	Positive	Probiotic	552	1179	930	chenry	04/15/16	1437603.0	ModelSEED	kb|g.239961	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bifidobacterium_mongoliense_DSM_21395.xml	1437603	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium mongoliense
Bifidobacterium_pseudocatenulatum_DSM_20438	Bifidobacterium pseudocatenulatum DSM 20438	Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 (547043.8)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	539	885	729	Ines Thiele	04/20/12	547043.0	ModelSEED		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bifidobacterium_pseudocatenulatum_DSM_20438.xml	547043	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium pseudocatenulatum
Bifidobacterium_pseudolongum_subsp_Pseudolongum_DSM_20099	Bifidobacterium pseudolongum subsp. Pseudolongum DSM 20099		Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	469	1097	874	chenry	04/15/16	1437595.0	Kbase	kb|g.239965	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bifidobacterium_pseudolongum_subsp_Pseudolongum_DSM_20099.xml	1437595	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium pseudolongum
Bifidobacterium_ruminantium_DSM_6489	Bifidobacterium ruminantium DSM 6489		Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	527	1117	895	chenry	04/15/16	1410647.0	Kbase	kb|g.239970	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bifidobacterium_ruminantium_DSM_6489.xml	1410647	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium ruminantium
Bifidobacterium_scardovii_JCM_12489	Bifidobacterium scardovii JCM 12489 = DSM 13734		Facultative anaerobe	Saccharolytic, fermentative	Positive	Probiotic	667	1207	942	chenry	04/15/16	1150461.0	ModelSEED	kb|g.239975	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bifidobacterium_scardovii_JCM_12489.xml	1150461	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium scardovii
Bifidobacterium_stercoris_DSM_24849	Bifidobacterium stercoris DSM 24849		Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	525	1064	860	chenry	04/15/16	1437612.0	ModelSEED	kb|g.239977	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bifidobacterium_stercoris_DSM_24849.xml	1437612	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium adolescentis
Bifidobacterium_thermacidophilum_subsp_thermacidophilum_DSM_15837	Bifidobacterium thermacidophilum subsp. thermacidophilum DSM 15837		Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	529	1131	894	chenry	04/15/16	1121111.0	ModelSEED	kb|g.239981	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bifidobacterium_thermacidophilum_subsp_thermacidophilum_DSM_15837.xml	1121111	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium thermophilum
Bifidobacterium_thermophilum_RBL67	Bifidobacterium thermophilum RBL67	Bifidobacterium thermophilum RBL67 (1254439.12)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	584	1194	912	chenry	04/15/16	1254439.0	ModelSEED	kb|g.31452	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bifidobacterium_thermophilum_RBL67.xml	1254439	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium thermophilum
Bilophila_wadsworthia_3_1_6	Bilophila wadsworthia 3_1_6	Bilophila wadsworthia 3_1_6 (563192.3)	Obligate anaerobe	Only anaerobic respiration, nonfermentative, asaccharolytic	Negative	Commensal	819	1386	1081	Ines Thiele	06/29/12	563192.0	ModelSEED		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bilophila_wadsworthia_3_1_6.xml	563192	d__Bacteria	p__Desulfobacterota_I	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Bilophila	s__Bilophila wadsworthia
Blastococcus_massiliensis_AP3	Blastococcus massiliensis AP3		Aerobe	Uncharacterized	Positive	Uncharacterized	805	1324	1048	chenry	04/15/16	1211815.0	ModelSEED	kb|g.208017	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Blastococcus_massiliensis_AP3.xml	1211815	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Geodermatophilaceae	g__Blastococcus	s__Blastococcus massiliensis
Blautia_hansenii_VPI_C7_24_DSM_20583	Blautia hansenii VPI C7-24, DSM 20583	Blautia hansenii DSM 20583 (537007.6)	Obligate anaerobe	Saccharolytic, fermentative, hydrogen used as energy source	Positive	Commensal	633	2055	1191	Ines Thiele	04/20/12	537007.0	ModelSEED		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Blautia_hansenii_VPI_C7_24_DSM_20583.xml	537007	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__Blautia hansenii
Blautia_hydrogenotrophica_DSM_10507	Blautia hydrogenotrophica DSM 10507	Blautia hydrogenotrophica DSM 10507 (476272.5)	Obligate anaerobe	Saccharolytic, fermentative, hydrogen used as energy source	Positive	Commensal	827	1637	1177	Ines Thiele	08/06/12	476272.0	ModelSEED		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Blautia_hydrogenotrophica_DSM_10507.xml	476272	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A hydrogenotrophica
Blautia_obeum_ATCC_29174	Blautia obeum ATCC 29174		Obligate anaerobe	Saccharolytic, fermentative	Positive		748	1225	968	Laura Kutt	04/18/16	411459.0	ModelSEED	kb|g.1354	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Blautia_obeum_ATCC_29174.xml	411459	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A obeum
Blautia_producta_DSM_2950	Blautia producta DSM 2950		Obligate anaerobe	Saccharolytic, fermentative, hydrogen used as energy source	Positive	Commensal	1023	1235	966	chenry	09/10/14	1121114.0	ModelSEED	kb|g.29565	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Blautia_producta_DSM_2950.xml	1121114	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__Blautia coccoides
Blautia_wexlerae_DSM_19850	Blautia wexlerae DSM 19850		Obligate anaerobe	Saccharolytic, fermentative	Positive		855	1249	1006	Laura Kutt	04/18/16	1121115.0	Kbase	kb|g.207068	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Blautia_wexlerae_DSM_19850.xml	1121115	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A wexlerae
Bordetella_hinzii_OH87_BAL007II	Bordetella hinzii OH87 BAL007II		Aerobe	Respiratory	Negative		1236	1557	1157	Laura Kutt	04/18/16	1331262.0	Kbase	kb|g.240068	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bordetella_hinzii_OH87_BAL007II.xml	1331262	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Bordetella	s__Bordetella hinzii
Brachybacterium_paraconglomeratum_LC44	Brachybacterium paraconglomeratum LC44	Brachybacterium paraconglomeratum LC44 (1064537.3)	Aerobe, microaerophile	Saccharolytic	Positive	Commensal	909	1413	1061	chenry	04/15/16	1064537.0	ModelSEED	kb|g.23654	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Brachybacterium_paraconglomeratum_LC44.xml	1064537	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium paraconglomeratum
Brachyspira_pilosicoli_B2904	Brachyspira pilosicoli B2904	Brachyspira pilosicoli B2904 (1133568.3)	Obligate anaerobe	Saccharolytic	Negative		725	1195	949	Laura Kutt	04/19/16	1133568.0	ModelSEED	kb|g.24488	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Brachyspira_pilosicoli_B2904.xml	1133568	d__Bacteria	p__Spirochaetota	c__Brachyspirae	o__Brachyspirales	f__Brachyspiraceae	g__Brachyspira	s__Brachyspira pilosicoli
Bradyrhizobium_elkanii_USDA_76	Bradyrhizobium elkanii USDA 76	Bradyrhizobium elkanii USDA 76 (398525.3)	Obligate aerobe	Respiratory	Negative		1738	1621	1229	Laura Kutt	04/18/16	398525.0	Kbase	kb|g.32186	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bradyrhizobium_elkanii_USDA_76.xml	398525	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	s__Bradyrhizobium elkanii
Bradyrhizobium_japonicum_USDA_6	Bradyrhizobium japonicum USDA 6	Bradyrhizobium japonicum USDA 6 (1037409.3)	Obligate aerobe	Respiratory	Negative		1700	1634	1220			1037409.0	Kbase	kb|g.23376	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bradyrhizobium_japonicum_USDA_6.xml	1037409	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	s__Bradyrhizobium japonicum
Brevibacillus_agri_5_2	Brevibacillus agri 5-2		Aerobe	Saccharolytic	Variable		1207	1615	1179	Laura Kutt	04/18/16	1444307.0	ModelSEED	kb|g.240096	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Brevibacillus_agri_5_2.xml	1444307	d__Bacteria	p__Firmicutes	c__Bacilli	o__Brevibacillales	f__Brevibacillaceae	g__Brevibacillus	s__Brevibacillus agri
Brevibacillus_agri_BAB_2500	Brevibacillus agri BAB-2500	Brevibacillus agri BAB-2500 (1246477.3)	Aerobe	Saccharolytic	Variable		1256	1579	1153	Laura Kutt	05/29/16	1246477.0	ModelSEED	kb|g.25856	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Brevibacillus_agri_BAB_2500.xml	1246477	d__Bacteria	p__Firmicutes	c__Bacilli	o__Brevibacillales	f__Brevibacillaceae	g__Brevibacillus	s__Brevibacillus agri
Brevibacillus_borstelensis_AK1	Brevibacillus borstelensis AK1	Brevibacillus borstelensis AK1 (1300222.3)	Aerobe	Saccharolytic	Variable		1193	1540	1139	Laura Kutt	04/18/16	1300222.0	ModelSEED	kb|g.31926	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Brevibacillus_borstelensis_AK1.xml	1300222	d__Bacteria	p__Firmicutes	c__Bacilli	o__Brevibacillales	f__Brevibacillaceae	g__Brevibacillus	s__Brevibacillus borstelensis
Brevibacillus_brevis_NBRC_100599	Brevibacillus brevis NBRC 100599	Brevibacillus brevis NBRC 100599 (358681.3)	Aerobe	Saccharolytic	Variable		1210	1603	1163	Laura Kutt	04/18/16	358681.0	ModelSEED	kb|g.1051	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Brevibacillus_brevis_NBRC_100599.xml	358681	d__Bacteria	p__Firmicutes	c__Bacilli	o__Brevibacillales	f__Brevibacillaceae	g__Brevibacillus	s__Brevibacillus brevis_D
Brevibacterium_casei_S18	Brevibacterium casei S18	Brevibacterium casei S18 (1229781.4)	Aerobe	Respiratory, non fermentative	Positive	Pathogen	920	1434	1091	chenry	04/15/16	1229781.0	ModelSEED	kb|g.25726	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Brevibacterium_casei_S18.xml	1229781	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium casei
Brevibacterium_massiliense_5401308	Brevibacterium massiliense 5401308	Brevibacterium massiliense 5401308 (1176165.3)	Aerobe	Respiratory, non fermentative	Positive	Commensal	687	1232	982	chenry	04/15/16	1176165.0	ModelSEED	kb|g.25151	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Brevibacterium_massiliense_5401308.xml	1176165	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Brevibacteriaceae	g__Brevibacterium	s__Brevibacterium ravenspurgense
Brevundimonas_bacteroides_DSM_4726	Brevundimonas bacteroides DSM 4726		Aerobe	Respiratory	Negative		679	1286	1011	Laura Kutt	04/18/16	1121124.0	ModelSEED	kb|g.240103	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Brevundimonas_bacteroides_DSM_4726.xml	1121124	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__Brevundimonas bacteroides
Brevundimonas_diminuta_470_4	Brevundimonas diminuta 470-4	Brevundimonas diminuta 470-4 (1035191.3)	Obligate anaerobe	Respiratory	Negative		754	1308	980	Laura Kutt	04/18/16	1035191.0	Kbase	kb|g.29103	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Brevundimonas_diminuta_470_4.xml	1035191	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__Brevundimonas diminuta_B
Brochothrix_thermosphacta_DSM_20171	Brochothrix thermosphacta DSM 20171 = FSL F6-1036		Facultative anaerobe	Saccharolytic, fermentative	Positive		750	1361	999	Laura Kutt	04/18/16	1121126.0	Kbase	kb|g.240107	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Brochothrix_thermosphacta_DSM_20171.xml	1121126	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Listeriaceae	g__Brochothrix	s__Brochothrix thermosphacta
Bulleidia_extructa_W1219	Bulleidia extructa W1219	Bulleidia extructa W1219 (679192.3)	Obligate anaerobe	Saccharolytic, fermentative	Positive		367	934	742	Laura Kutt	04/18/16	679192.0	ModelSEED	kb|g.2936	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Bulleidia_extructa_W1219.xml	679192	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Bulleidia	s__Bulleidia extructa
Burkholderia_cepacia_GG4	Burkholderia cepacia GG4	Burkholderia cepacia GG4 (1009846.3)	Microaerophile	Non-fermentative, asaccharolytic	Negative		1547	1785	1260	Laura Kutt	04/18/16	1009846.0	ModelSEED	kb|g.23290	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Burkholderia_cepacia_GG4.xml	1009846	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia	s__Burkholderia cepacia_D
Burkholderiales_bacterium_1_1_47	Burkholderiales bacterium 1_1_47	Burkholderiales bacterium 1_1_47 (469610.4)	Nanaerobe	Uncharacterized	Uncharacterized	Uncharacterized	577	951	797	Ines Thiele	06/29/12	469610.0	Kbase		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Burkholderiales_bacterium_1_1_47.xml	469610	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Parasutterella	s__Parasutterella excrementihominis
Butyricicoccus_pullicaecorum_1_2	Butyricicoccus pullicaecorum 1.2	Butyricicoccus pullicaecorum 1.2 (1203606.4)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic potential	768	1915	1312	Laura Kutt	04/18/16	1203606.0	Kbase	kb|g.31101	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Butyricicoccus_pullicaecorum_1_2.xml	1203606	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Butyricicoccus	s__Butyricicoccus pullicaecorum
Butyricimonas_synergistica_DSM_23225	Butyricimonas synergistica DSM 23225	Butyricimonas synergistica DSM 23225 (1121129.3)	Obligate anaerobe	Saccharolytic, fermentative	Negative	Commensal	680	1187	993	chenry	04/15/16	1121129.0	Kbase	kb|g.29568	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Butyricimonas_synergistica_DSM_23225.xml	1121129	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinifilaceae	g__Butyricimonas	s__Butyricimonas synergistica
Butyricimonas_virosa_DSM_23226	Butyricimonas virosa DSM 23226		Obligate anaerobe	Saccharolytic, fermentative	Negative		622	1221	975	chenry	04/15/16	1121130.0	Kbase	kb|g.207074	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Butyricimonas_virosa_DSM_23226.xml	1121130	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinifilaceae	g__Butyricimonas	s__Butyricimonas virosa
Butyrivibrio_crossotus_DSM_2876	Butyrivibrio crossotus DSM 2876	Butyrivibrio crossotus DSM 2876 (511680.4)	Obligate anaerobe	Saccharolytic, fermentative	Structurally positive but stains negative	Commensal	530	886	775	Ines Thiele	04/20/12	511680.0	Kbase		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Butyrivibrio_crossotus_DSM_2876.xml	511680	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyrivibrio_A	s__Butyrivibrio_A crossotus
Butyrivibrio_fibrisolvens_16_4	Butyrivibrio fibrisolvens 16/4	Butyrivibrio fibrisolvens 16/4 (657324.3)	Obligate anaerobe	Saccharolytic, fermentative, acetate converted to butyrate	Structurally positive but stains negative	Commensal	721	1803	1224	Ines Thiele	06/25/12	657324.0	Kbase		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Butyrivibrio_fibrisolvens_16_4.xml	657324	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Pseudobutyrivibrio	s__Pseudobutyrivibrio fibrisolvens_A
Campylobacter_coli_JV20	Campylobacter coli JV20	Campylobacter coli JV20 (864566.3)	Microaerophile	Strictly respiratory, asaccharolytic, only amino acids and TCA cycle intermediates used	Negative	Pathogen	532	1009	798	Ines Thiele	06/29/12	864566.0	ModelSEED		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Campylobacter_coli_JV20.xml	864566	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_D	s__Campylobacter_D coli
Campylobacter_concisus_13826	Campylobacter concisus 13826	Campylobacter concisus 13826 (360104.9)	Microaerophile/ anaerobe	Strictly respiratory, asaccharolytic, only amino acids and TCA cycle intermediates used	Negative	Pathogen	498	1036	817	Eugen Bauer	09/03/14	360104.0	ModelSEED		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Campylobacter_concisus_13826.xml	360104	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_A	s__Campylobacter_A concisus_AB
Campylobacter_curvus_525_92	Campylobacter curvus 525.92	Campylobacter curvus 525.92 (360105.8)	Microaerophile/ anaerobe	Strictly respiratory, asaccharolytic, only amino acids and TCA cycle intermediates used	Negative	Pathogen	517	1027	820	Eugen Bauer	08/03/14	360105.0	ModelSEED		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Campylobacter_curvus_525_92.xml	360105	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_A	s__Campylobacter_A curvus
Campylobacter_fetus_subsp_fetus_82_40	Campylobacter fetus subsp. fetus 82-40	Campylobacter fetus subsp. fetus 82-40 (360106.5)	Microaerophile	Non-fermentative, asaccharolytic	Negative		597	1088	879	Laura Kutt	04/18/16	360106.0	ModelSEED	kb|g.1066	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Campylobacter_fetus_subsp_fetus_82_40.xml	360106	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter	s__Campylobacter fetus
Campylobacter_gracilis_RM3268	Campylobacter gracilis RM3268	Campylobacter gracilis RM3268 (553220.3)	Aerobe	Respiratory	Negative		553	969	811	Laura Kutt	04/18/16	553220.0	ModelSEED	kb|g.2260	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Campylobacter_gracilis_RM3268.xml	553220	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_B	s__Campylobacter_B gracilis
Campylobacter_hominis_ATCC_BAA_381	Campylobacter hominis ATCC BAA-381	Campylobacter hominis ATCC BAA-381 (360107.7)	Microaerophile	Strictly respiratory, asaccharolytic, only amino acids and TCA cycle intermediates used	Negative	Pathogen	470	940	838	Eugen Bauer	09/03/14	360107.0	ModelSEED		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Campylobacter_hominis_ATCC_BAA_381.xml	360107	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_B	s__Campylobacter_B hominis
Campylobacter_hyointestinalis_subsp_hyointestinalis_LMG_9260	Campylobacter hyointestinalis subsp. hyointestinalis LMG 9260		Microaerophile	Non-fermentative, asaccharolytic	Negative		578	1037	907	Laura Kutt	04/18/16	1031746.0	ModelSEED	kb|g.240203	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Campylobacter_hyointestinalis_subsp_hyointestinalis_LMG_9260.xml	1031746	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter	s__Campylobacter hyointestinalis
Campylobacter_jejuni_jejuni_81_176	Campylobacter jejuni jejuni 81-176	Campylobacter jejuni subsp. jejuni 81-176 [WGS] (354242.17)	Microaerophile	Strictly respiratory, asaccharolytic, only amino acids and TCA cycle intermediates used	Negative	Pathogen	523	1057	844	Eugen Bauer	09/03/14	354242.0	ModelSEED		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Campylobacter_jejuni_jejuni_81_176.xml	354242	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_D	s__Campylobacter_D jejuni
Campylobacter_jejuni_jejuni_ICDCCJ07004	Campylobacter jejuni jejuni ICDCCJ07004	Campylobacter jejuni subsp. jejuni ICDCCJ07004 (1295400.3)	Microaerophile	Strictly respiratory, asaccharolytic, only amino acids and TCA cycle intermediates used	Negative	Pathogen	561	1054	842	Eugen Bauer	09/03/14	1295400.0	ModelSEED		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Campylobacter_jejuni_jejuni_ICDCCJ07004.xml	1295400	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_D	s__Campylobacter_D jejuni
Campylobacter_jejuni_jejuni_M1	Campylobacter jejuni jejuni M1	Campylobacter jejuni subsp. jejuni M1 (645464.3)	Microaerophile	Strictly respiratory, asaccharolytic, only amino acids and TCA cycle intermediates used	Negative	Pathogen	510	1063	837	Eugen Bauer	08/03/14	645464.0	ModelSEED		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Campylobacter_jejuni_jejuni_M1.xml	645464	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_D	s__Campylobacter_D jejuni
Campylobacter_jejuni_jejuni_NCTC_11168	Campylobacter jejuni jejuni NCTC 11168	Campylobacter jejuni subsp. jejuni NCTC 11168 (192222.6)	Microaerophile	Strictly respiratory, asaccharolytic, only amino acids and TCA cycle intermediates used	Negative	Pathogen	521	1077	852	Eugen Bauer	08/03/14	192222.0	Kbase		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Campylobacter_jejuni_jejuni_NCTC_11168.xml	192222	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_D	s__Campylobacter_D jejuni
Campylobacter_lari_RM2100	Campylobacter lari RM2100	Campylobacter lari RM2100 (306263.1)	Microaerophile	Non-fermentative, asaccharolytic	Negative		518	1016	818	Laura Kutt	04/18/16	306263.0	Kbase	kb|g.726	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Campylobacter_lari_RM2100.xml	306263	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_D	s__Campylobacter_D lari
Campylobacter_rectus_RM3267	Campylobacter rectus RM3267	Campylobacter rectus RM3267 (553218.4)	Microaerophile	Non-fermentative, asaccharolytic	Negative		568	1017	866	Laura Kutt	04/18/16	553218.0	Kbase	kb|g.2258	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Campylobacter_rectus_RM3267.xml	553218	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_A	s__Campylobacter_A rectus
Campylobacter_showae_CSUNSWCD	Campylobacter showae CSUNSWCD	Campylobacter showae CSUNSWCD (1244083.3)	Aerobe	Respiratory	Negative		568	1017	841	Laura Kutt	04/18/16	1244083.0	Kbase	kb|g.25852	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Campylobacter_showae_CSUNSWCD.xml	1244083	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_A	s__Campylobacter_A showae_A
